Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs
1548984265458606080,"Run for your life!
(Run for your life)
Run through the shining gates!
(Run through the shining gates)
Defend yourself
(Defend yourself)
With every move you take!
(With every move you take)",-` FNAF Lyrics Bot ´-,fnaflyric,2022-07-18T10:53:22.000Z,Mon Jul 18 10:53:22 +0000 2022,0,0,en,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",Tweet,,0,0,,
1548976707935150080,"Oh, I'm- I'm- I'm a terrible person
Inside, side, side, the evil lurks within
My mind, mind, mind",-` FNAF Lyrics Bot ´-,fnaflyric,2022-07-18T10:23:20.000Z,Mon Jul 18 10:23:20 +0000 2022,0,0,en,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",Tweet,,0,0,,
1548969276492550144,"Where's she going?
Screen's not showing.
Could've sworn that camera was fixed...",-` FNAF Lyrics Bot ´-,fnaflyric,2022-07-18T09:53:48.000Z,Mon Jul 18 09:53:48 +0000 2022,0,0,en,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",Tweet,,0,0,,
1548961672496238592,"I know that we've all been here...
It only hurts a second.",-` FNAF Lyrics Bot ´-,fnaflyric,2022-07-18T09:23:35.000Z,Mon Jul 18 09:23:35 +0000 2022,0,0,en,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",Tweet,,0,0,,
1548954200196804608,"Before you will know it,
I'll split you like Moses,
You robots will need some hope
As I'm still flowing and blowing your circuits
It's hurtin' right? My security's perfect,
I'm living life, surviving every night!",-` FNAF Lyrics Bot ´-,fnaflyric,2022-07-18T08:53:54.000Z,Mon Jul 18 08:53:54 +0000 2022,0,0,en,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",Tweet,,0,0,,
1548946656766267392,"I, I've been waiting a long time
For someone to discover me
Why, you ask?
It's because I am getting
A little claustrophobic in here.",-` FNAF Lyrics Bot ´-,fnaflyric,2022-07-18T08:23:55.000Z,Mon Jul 18 08:23:55 +0000 2022,0,0,en,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",Tweet,,0,0,,
1548939273654530048,Run.,-` FNAF Lyrics Bot ´-,fnaflyric,2022-07-18T07:54:35.000Z,Mon Jul 18 07:54:35 +0000 2022,1,0,qst,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",Tweet,,0,0,,
1548931582378987525,"I really hate you,
Stop getting in my way!
I've lost my patience,
When are you gonna decay?",-` FNAF Lyrics Bot ´-,fnaflyric,2022-07-18T07:24:01.000Z,Mon Jul 18 07:24:01 +0000 2022,2,0,en,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",Tweet,,0,0,,
1548924197983768576,"Ashes to ashes,
Dust to dust;
You're gonna burn with the rest of us!",-` FNAF Lyrics Bot ´-,fnaflyric,2022-07-18T06:54:41.000Z,Mon Jul 18 06:54:41 +0000 2022,0,0,en,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",Tweet,,0,0,,
1548916615290376196,"This was my choice, my evil doing
But I died inside when you stopped moving",-` FNAF Lyrics Bot ´-,fnaflyric,2022-07-18T06:24:33.000Z,Mon Jul 18 06:24:33 +0000 2022,0,0,en,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",Tweet,,0,0,,
