Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,
1544489308140216320,"RT @MatureTrumpTwts : How about fewer remembrances and more laws? 

#VoteBlue",PresidentialTrump,MatureTrumpTwts,2022-07-06T01:12:00.000Z,Wed Jul 06 01:12:00 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,1,0,,,
1544443177725198338,"How about fewer remembrances and more laws? 

#VoteBlue",PresidentialTrump,MatureTrumpTwts,2022-07-05T22:08:42.000Z,Tue Jul 05 22:08:42 +0000 2022,23,3,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,,,
1544376822548291585,Say no to negativity!,PresidentialTrump,MatureTrumpTwts,2022-07-05T17:45:02.000Z,Tue Jul 05 17:45:02 +0000 2022,6,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,
1544317024729501697,"RT @MatureTrumpTwts : Having to literally fear the loud booms and bangs of July 4th that are supposed to represent freedom. 

Not the America I envisioned for my kids, and not the one I want for my grandchildren.

#VoteBlue",PresidentialTrump,MatureTrumpTwts,2022-07-05T13:47:25.000Z,Tue Jul 05 13:47:25 +0000 2022,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,0,,,
1544162034253795329,"Having to literally fear the loud booms and bangs of July 4th that are supposed to represent freedom. 

Not the America I envisioned for my kids, and not the one I want for my grandchildren.

#VoteBlue",PresidentialTrump,MatureTrumpTwts,2022-07-05T03:31:32.000Z,Tue Jul 05 03:31:32 +0000 2022,62,7,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,,,
1542975742740504576,@TheBirdman I’ve always said Escher walked to and from school in the snow uphill both ways.,PresidentialTrump,MatureTrumpTwts,2022-07-01T20:57:38.000Z,Fri Jul 01 20:57:38 +0000 2022,1,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,
1542936109914660864,RT @MatureTrumpTwts : I became a fan of nostalgia and never looked back!,PresidentialTrump,MatureTrumpTwts,2022-07-01T18:20:09.000Z,Fri Jul 01 18:20:09 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,
1542920216463777792,I became a fan of nostalgia and never looked back!,PresidentialTrump,MatureTrumpTwts,2022-07-01T17:17:00.000Z,Fri Jul 01 17:17:00 +0000 2022,17,2,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,
1542583071215652865,"@ScottMonty Makes me smile, friend.",PresidentialTrump,MatureTrumpTwts,2022-06-30T18:57:18.000Z,Thu Jun 30 18:57:18 +0000 2022,1,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,
1542580273048690689,@ScottMonty Got any with a political angle? ;-),PresidentialTrump,MatureTrumpTwts,2022-06-30T18:46:11.000Z,Thu Jun 30 18:46:11 +0000 2022,1,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,,
